row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,region,category,sub-category,product_name,sales,quantity,discount,profit
5491,Ca-2017-134495,2017-01-04,2017-04-04,Second Class,Bf-11020,Barry Französisch,Corporate,Jacksonville,Florida,South,Furniture,Chairs,"Global Wood Trimmed Manager'S Task Chair, Khaki",218.352,3,0.2,-19.1058
5492,Ca-2017-164098,2017-01-26,2017-01-27,First Class,Cg-12520,Claire Gute,Consumer,Houston,Texas,Central,Office Supplies,Storage,"Simplifile Personal File, Black Granite, 15W X 6-15/16D X 11-1/4H",18.16,2,0.2,1.816
5493,Ca-2014-105249,2014-11-28,2014-11-28,Same Day,Dh-13675,Duane Huffman,Home Office,San Francisco,California,West,Office Supplies,Supplies,Staple Remover,7.36,2,0.0,0.1472
5494,Ca-2014-105249,2014-11-28,2014-11-28,Same Day,Dh-13675,Duane Huffman,Home Office,San Francisco,California,West,Office Supplies,Labels,Avery 489,41.4,4,0.0,19.872
5495,Ca-2014-105249,2014-11-28,2014-11-28,Same Day,Dh-13675,Duane Huffman,Home Office,San Francisco,California,West,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,4,0.15,-4.8392
5496,Ca-2015-113523,2015-04-09,2015-08-09,Standard Class,Sc-20440,Shaun Chance,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Avery Heavy-Duty Ezd View Binder With Locking Rings,7.656,4,0.7,-6.1248
5497,Ca-2017-117821,2017-12-06,2017-06-16,Standard Class,Hg-15025,Hunter Glantz,Consumer,Marion,Ohio,East,Technology,Accessories,Microsoft Sculpt Comfort Mouse,63.92,2,0.2,19.176
5498,Ca-2017-164378,2017-07-15,2017-07-18,Second Class,Mm-18055,Michelle Moray,Consumer,New York City,New York,East,Office Supplies,Art,Newell 349,6.56,2,0.0,1.9024
5499,Ca-2017-164378,2017-07-15,2017-07-18,Second Class,Mm-18055,Michelle Moray,Consumer,New York City,New York,East,Office Supplies,Labels,Avery 509,7.83,3,0.0,3.6018
5500,Ca-2017-164378,2017-07-15,2017-07-18,Second Class,Mm-18055,Michelle Moray,Consumer,New York City,New York,East,Technology,Accessories,Sony 32Gb Class 10 Micro Sdhc R40 Memory Card,41.9,2,0.0,8.799
5501,Ca-2017-164378,2017-07-15,2017-07-18,Second Class,Mm-18055,Michelle Moray,Consumer,New York City,New York,East,Furniture,Chairs,Hon Mobius Operator'S Chair,664.146,6,0.1,88.5528
5502,Ca-2017-164378,2017-07-15,2017-07-18,Second Class,Mm-18055,Michelle Moray,Consumer,New York City,New York,East,Office Supplies,Paper,Spiral Phone Message Books With Labels By Adams,8.96,2,0.0,4.3904
5503,Ca-2017-127782,2017-02-11,2017-06-11,Standard Class,Th-21115,Thea Hudgings,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,3.312,1,0.2,0.6624
5504,Ca-2017-127782,2017-02-11,2017-06-11,Standard Class,Th-21115,Thea Hudgings,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,Black & Decker Filter For Double Action Dustbuster Cordless Vac Bldv7210,20.136,3,0.2,1.2585
5505,Ca-2017-127782,2017-02-11,2017-06-11,Standard Class,Th-21115,Thea Hudgings,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,Colored Envelopes,8.856,3,0.2,2.8782
5506,Ca-2017-127782,2017-02-11,2017-06-11,Standard Class,Th-21115,Thea Hudgings,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,Wilson Electronics Db Pro Signal Booster,859.2,4,0.4,-186.16
5507,Us-2016-162026,2016-08-10,2016-08-10,Same Day,Je-15745,Joel Eaton,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 1925,61.96,2,0.0,27.882
5508,Ca-2016-150000,2016-08-04,2016-04-14,Standard Class,Pg-18820,Patrick Gardner,Consumer,Smyrna,Georgia,South,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,17.92,4,0.0,8.6016
5509,Ca-2015-168529,2015-08-10,2015-12-10,Standard Class,Mb-17305,Maria Bertelson,Consumer,San Francisco,California,West,Furniture,Furnishings,"Deflect-O Supertray Unbreakable Stackable Tray, Letter, Black",145.9,5,0.0,62.737
5510,Us-2017-152569,2017-05-15,2017-05-20,Standard Class,Jd-16015,Joy Daniels,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 1880,56.704,2,0.2,19.1376
5511,Us-2017-152569,2017-05-15,2017-05-20,Standard Class,Jd-16015,Joy Daniels,Consumer,Chicago,Illinois,Central,Technology,Phones,Qvs Usb Car Charger 2-Port 2.1Amp For Ipod/Iphone/Ipad/Ipad 2/Ipad 3,11.12,2,0.2,3.475
5512,Us-2014-137680,2014-02-24,2014-02-03,Standard Class,Jh-15430,Jennifer Halladay,Consumer,Medford,Oregon,West,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,4,0.2,11.1024
5513,Us-2014-137680,2014-02-24,2014-02-03,Standard Class,Jh-15430,Jennifer Halladay,Consumer,Medford,Oregon,West,Office Supplies,Paper,"Tops 4 X 6 Fluorescent Color Memo Sheets, 500 Sheets Per Pack",22.776,3,0.2,7.6869
5514,Ca-2015-103177,2015-05-30,2015-01-06,First Class,En-13780,Edward Nazzal,Consumer,New York City,New York,East,Technology,Phones,Rca H5401Re1 Dect 6.0 4-Line Cordless Handset With Caller Id/Call Waiting,239.97,3,0.0,2.3997
5515,Ca-2015-103177,2015-05-30,2015-01-06,First Class,En-13780,Edward Nazzal,Consumer,New York City,New York,East,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2,0.0,44.8896
5516,Ca-2015-103177,2015-05-30,2015-01-06,First Class,En-13780,Edward Nazzal,Consumer,New York City,New York,East,Technology,Phones,Plantronics Mx500I Earset,128.85,3,0.0,3.8655
5517,Us-2016-138408,2016-11-18,2016-11-21,Second Class,Kc-16255,Karen Carlisle,Corporate,Huntsville,Alabama,South,Technology,Accessories,Logitech Z-906 Speaker Sys - Home Theater - 5.1-Ch,1319.96,4,0.0,527.984
5518,Ca-2017-117667,2017-04-12,2017-09-12,Standard Class,Ms-17980,Michael Stewart,Corporate,Philadelphia,Pennsylvania,East,Furniture,Chairs,Global Chrome Stack Chair,239.96,10,0.3,-10.284
5519,Ca-2017-117667,2017-04-12,2017-09-12,Standard Class,Ms-17980,Michael Stewart,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,54.768,2,0.2,6.846
5520,Ca-2017-117667,2017-04-12,2017-09-12,Standard Class,Ms-17980,Michael Stewart,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,Dixon Ticonderoga Erasable Checking Pencils,13.392,3,0.2,3.1806
5521,Ca-2017-117667,2017-04-12,2017-09-12,Standard Class,Ms-17980,Michael Stewart,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Xerox 1956,23.92,5,0.2,8.671
5522,Ca-2017-117667,2017-04-12,2017-09-12,Standard Class,Ms-17980,Michael Stewart,Corporate,Philadelphia,Pennsylvania,East,Technology,Accessories,Logitech G13 Programmable Gameboard With Lcd Display,255.968,4,0.2,-28.7964
5523,Ca-2016-110982,2016-05-06,2016-07-06,First Class,Ck-12205,Chloris Kastensmidt,Consumer,Santa Clara,California,West,Office Supplies,Binders,Avery Non-Stick Binders,21.552,6,0.2,7.0044
5524,Ca-2016-110982,2016-05-06,2016-07-06,First Class,Ck-12205,Chloris Kastensmidt,Consumer,Santa Clara,California,West,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,4,0.0,15.7248
5525,Ca-2016-147123,2016-10-12,2016-12-12,First Class,Sj-20125,Sanjit Jacobs,Home Office,Long Beach,California,West,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 X 5 White Forms Per Page",80.28,12,0.0,36.9288
5526,Ca-2017-154501,2017-04-30,2017-05-05,Standard Class,Ea-14035,Erin Ashbrook,Corporate,Los Angeles,California,West,Office Supplies,Art,Faber Castell Col-Erase Pencils,9.78,2,0.0,4.0098
5527,Ca-2017-166933,2017-04-24,2017-04-28,Standard Class,Mg-17890,Michael Granlund,Home Office,Santa Barbara,California,West,Office Supplies,Fasteners,Colored Push Pins,1.81,1,0.0,0.6516
5528,Ca-2015-142055,2015-08-05,2015-10-05,First Class,Ab-10255,Alejandro Ballentine,Home Office,New York City,New York,East,Office Supplies,Paper,Xerox 1912,37.94,2,0.0,18.2112
5529,Ca-2015-137106,2015-03-31,2015-04-04,Standard Class,Sc-20260,Scott Cohen,Corporate,Jacksonville,Florida,South,Technology,Phones,Puregear Roll-On Screen Protector,79.96,5,0.2,27.986
5530,Ca-2017-136609,2017-06-08,2017-11-08,Standard Class,Tb-21355,Todd Boyes,Corporate,Cedar Hill,Texas,Central,Office Supplies,Paper,14-7/8 X 11 Blue Bar Computer Printout Paper,115.296,3,0.2,40.3536
5531,Ca-2017-160885,2017-02-12,2017-06-12,Standard Class,Jk-16090,Juliana Krohn,Consumer,Omaha,Nebraska,Central,Technology,Phones,Clearone Chatattach 160 - Speaker Phone,2479.96,4,0.0,743.988
5532,Us-2016-167472,2016-06-06,2016-07-06,First Class,Ck-12595,Clytie Kelty,Consumer,Little Rock,Arkansas,South,Technology,Accessories,Logitech Trackman Marble Mouse,179.94,6,0.0,75.5748
5533,Us-2016-167472,2016-06-06,2016-07-06,First Class,Ck-12595,Clytie Kelty,Consumer,Little Rock,Arkansas,South,Technology,Accessories,Kingston Digital Datatraveler 16Gb Usb 2.0,26.85,3,0.0,5.1015
5534,Us-2016-167472,2016-06-06,2016-07-06,First Class,Ck-12595,Clytie Kelty,Consumer,Little Rock,Arkansas,South,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37,3,0.0,129.348
5535,Us-2016-167472,2016-06-06,2016-07-06,First Class,Ck-12595,Clytie Kelty,Consumer,Little Rock,Arkansas,South,Office Supplies,Paper,Xerox 191,59.94,3,0.0,28.1718
5536,Us-2016-167472,2016-06-06,2016-07-06,First Class,Ck-12595,Clytie Kelty,Consumer,Little Rock,Arkansas,South,Office Supplies,Binders,Trimflex Flexible Post Binders,64.14,3,0.0,30.7872
5537,Us-2016-167472,2016-06-06,2016-07-06,First Class,Ck-12595,Clytie Kelty,Consumer,Little Rock,Arkansas,South,Office Supplies,Binders,Avery Binder Labels,11.67,3,0.0,5.6016
5538,Us-2016-167472,2016-06-06,2016-07-06,First Class,Ck-12595,Clytie Kelty,Consumer,Little Rock,Arkansas,South,Office Supplies,Paper,Xerox 230,12.96,2,0.0,6.2208
5539,Ca-2015-120551,2015-04-13,2015-04-20,Standard Class,Ss-20590,Sonia Sunley,Consumer,Norfolk,Nebraska,Central,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,17.43,3,0.0,8.0178
5540,Us-2017-150595,2017-05-22,2017-05-26,Standard Class,Le-16810,Laurel Elliston,Consumer,Chicago,Illinois,Central,Furniture,Chairs,High-Back Leather Manager'S Chair,181.986,2,0.3,-54.5958
5541,Us-2017-150595,2017-05-22,2017-05-26,Standard Class,Le-16810,Laurel Elliston,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",1.592,2,0.8,-2.6268
5542,Us-2017-150595,2017-05-22,2017-05-26,Standard Class,Le-16810,Laurel Elliston,Consumer,Chicago,Illinois,Central,Office Supplies,Supplies,Acme Forged Steel Scissors With Black Enamel Handles,22.344,3,0.2,2.5137
5543,Ca-2016-134936,2016-12-19,2016-12-25,Standard Class,Es-14080,Erin Smith,Corporate,Tucson,Arizona,West,Furniture,Tables,"Safco Planmaster Boards, 60W X 37-1/2D, White Melamine",455.97,6,0.5,-218.8656
5544,Ca-2016-134936,2016-12-19,2016-12-25,Standard Class,Es-14080,Erin Smith,Corporate,Tucson,Arizona,West,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool For Ring Binders, Clear",10.44,6,0.7,-7.656
5545,Ca-2016-134936,2016-12-19,2016-12-25,Standard Class,Es-14080,Erin Smith,Corporate,Tucson,Arizona,West,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",5.214,2,0.7,-4.1712
5546,Ca-2017-102967,2017-09-22,2017-09-26,Standard Class,Mg-17890,Michael Granlund,Home Office,Concord,New Hampshire,East,Office Supplies,Storage,"Tenex Personal Project File With Scoop Front Design, Black",67.4,5,0.0,17.524
5547,Ca-2017-151008,2017-07-09,2017-08-09,First Class,Jm-16195,Justin Mackendrick,Consumer,Draper,Utah,West,Furniture,Furnishings,"Dax Copper Panel Document Frame, 5 X 7 Size",25.16,2,0.0,10.5672
5548,Ca-2017-151008,2017-07-09,2017-08-09,First Class,Jm-16195,Justin Mackendrick,Consumer,Draper,Utah,West,Technology,Phones,Motorla Hx550 Universal Bluetooth Headset,126.56,4,0.2,47.46
5549,Ca-2014-159800,2014-11-28,2014-01-12,First Class,Sg-20470,Sheri Gordon,Consumer,San Francisco,California,West,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,43.68,3,0.0,11.7936
5550,Ca-2014-159800,2014-11-28,2014-01-12,First Class,Sg-20470,Sheri Gordon,Consumer,San Francisco,California,West,Technology,Accessories,Micropad Numeric Keypads,139.93,7,0.0,34.9825
5551,Us-2014-159618,2014-12-11,2014-11-16,Standard Class,Db-12970,Darren Budd,Corporate,Houston,Texas,Central,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,2.672,1,0.2,0.334
5552,Us-2014-159618,2014-12-11,2014-11-16,Standard Class,Db-12970,Darren Budd,Corporate,Houston,Texas,Central,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,16.656,6,0.2,-3.123
5553,Us-2014-159618,2014-12-11,2014-11-16,Standard Class,Db-12970,Darren Budd,Corporate,Houston,Texas,Central,Technology,Accessories,Imation 16Gb Mini Traveldrive Usb 2.0 Flash Drive,79.512,3,0.2,20.8719
5554,Us-2014-159618,2014-12-11,2014-11-16,Standard Class,Db-12970,Darren Budd,Corporate,Houston,Texas,Central,Office Supplies,Paper,Xerox 216,36.288,7,0.2,12.7008
5555,Us-2014-159618,2014-12-11,2014-11-16,Standard Class,Db-12970,Darren Budd,Corporate,Houston,Texas,Central,Furniture,Bookcases,Bestar Classic Bookcase,67.9932,1,0.32,-12.9987
5556,Ca-2017-116113,2017-02-10,2017-06-10,Second Class,Jw-15220,Jane Waco,Corporate,Montgomery,Alabama,South,Furniture,Furnishings,"Master Caster Door Stop, Gray",10.16,2,0.0,3.4544
5557,Ca-2015-125066,2015-12-14,2015-12-18,Standard Class,Kd-16495,Keith Dawkins,Corporate,Jackson,Mississippi,South,Furniture,Furnishings,Stackable Trays,6.16,2,0.0,1.9712
5558,Ca-2015-125066,2015-12-14,2015-12-18,Standard Class,Kd-16495,Keith Dawkins,Corporate,Jackson,Mississippi,South,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2,0.0,15.764
5559,Us-2015-114741,2015-06-12,2015-10-12,Standard Class,Il-15100,Ivan Liston,Consumer,North Las Vegas,Nevada,West,Office Supplies,Paper,Xerox 20,6.48,1,0.0,3.1104
5560,Us-2015-114741,2015-06-12,2015-10-12,Standard Class,Il-15100,Ivan Liston,Consumer,North Las Vegas,Nevada,West,Office Supplies,Storage,Tennsco 6- And 18-Compartment Lockers,1325.85,5,0.0,238.653
5561,Us-2015-114741,2015-06-12,2015-10-12,Standard Class,Il-15100,Ivan Liston,Consumer,North Las Vegas,Nevada,West,Office Supplies,Labels,Avery 483,14.94,3,0.0,6.8724
5562,Ca-2017-133263,2017-03-31,2017-02-04,Second Class,Je-15610,Jim Epp,Corporate,Atlanta,Georgia,South,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,34.54,1,0.0,17.27
5563,Ca-2017-133263,2017-03-31,2017-02-04,Second Class,Je-15610,Jim Epp,Corporate,Atlanta,Georgia,South,Technology,Copiers,Hewlett Packard Laserjet 3310 Copier,2999.95,5,0.0,1439.976
5564,Ca-2017-133263,2017-03-31,2017-02-04,Second Class,Je-15610,Jim Epp,Corporate,Atlanta,Georgia,South,Office Supplies,Binders,Avery Recycled Flexi-View Covers For Binding Systems,64.12,4,0.0,30.7776
5565,Ca-2017-157966,2017-03-13,2017-03-13,Same Day,Su-20665,Stephanie Ulpright,Home Office,Chicago,Illinois,Central,Office Supplies,Art,Col-Erase Pencils With Erasers,19.456,4,0.2,2.1888
5566,Ca-2017-157966,2017-03-13,2017-03-13,Same Day,Su-20665,Stephanie Ulpright,Home Office,Chicago,Illinois,Central,Technology,Machines,"Hp Officejet Pro 8600 E-All-In-One Printer, Copier, Scanner, Fax",209.986,2,0.3,8.9994
5567,Ca-2017-157966,2017-03-13,2017-03-13,Same Day,Su-20665,Stephanie Ulpright,Home Office,Chicago,Illinois,Central,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",29.76,5,0.2,1.86
5568,Ca-2017-157966,2017-03-13,2017-03-13,Same Day,Su-20665,Stephanie Ulpright,Home Office,Chicago,Illinois,Central,Furniture,Chairs,Safco Folding Chair Trolley,89.768,1,0.3,-2.5648
5569,Ca-2017-157966,2017-03-13,2017-03-13,Same Day,Su-20665,Stephanie Ulpright,Home Office,Chicago,Illinois,Central,Technology,Copiers,Hewlett Packard Laserjet 3310 Copier,959.984,2,0.2,335.9944
5570,Ca-2017-157966,2017-03-13,2017-03-13,Same Day,Su-20665,Stephanie Ulpright,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 1993,15.552,3,0.2,5.6376
5571,Ca-2017-157966,2017-03-13,2017-03-13,Same Day,Su-20665,Stephanie Ulpright,Home Office,Chicago,Illinois,Central,Technology,Phones,Plantronics Mx500I Earset,34.36,1,0.2,-7.3015
5572,Ca-2014-151162,2014-05-12,2014-09-12,Standard Class,Ea-14035,Erin Ashbrook,Corporate,Columbus,Ohio,East,Office Supplies,Paper,Xerox 1893,98.376,3,0.2,35.6613
5573,Ca-2014-151162,2014-05-12,2014-09-12,Standard Class,Ea-14035,Erin Ashbrook,Corporate,Columbus,Ohio,East,Office Supplies,Binders,Large Capacity Hanging Post Binders,29.94,4,0.7,-23.952
5574,Ca-2014-151162,2014-05-12,2014-09-12,Standard Class,Ea-14035,Erin Ashbrook,Corporate,Columbus,Ohio,East,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" X 8 1/4"" Rapid Memo Book",17.472,3,0.2,5.6784
5575,Ca-2014-151162,2014-05-12,2014-09-12,Standard Class,Ea-14035,Erin Ashbrook,Corporate,Columbus,Ohio,East,Technology,Phones,Lunatik Tt5L-002 Taktik Strike Impact Protection System For Iphone 5,36.738,1,0.4,-9.1845
5576,Ca-2014-151162,2014-05-12,2014-09-12,Standard Class,Ea-14035,Erin Ashbrook,Corporate,Columbus,Ohio,East,Technology,Phones,Panasonic Kx T7736-B Digital Phone,179.94,2,0.4,-44.985
5577,Ca-2016-136686,2016-12-12,2016-12-16,Standard Class,Rf-19840,Roy Französisch,Consumer,Pasadena,California,West,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",383.64,6,0.0,122.7648
5578,Ca-2016-136686,2016-12-12,2016-12-16,Standard Class,Rf-19840,Roy Französisch,Consumer,Pasadena,California,West,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet Surgemaster Surge Protector,56.52,3,0.0,15.8256
5579,Ca-2017-137498,2017-09-09,2017-09-14,Second Class,Lc-17050,Liz Carlisle,Consumer,Los Angeles,California,West,Office Supplies,Art,Newell 35,6.56,2,0.0,1.9024
5580,Ca-2017-137498,2017-09-09,2017-09-14,Second Class,Lc-17050,Liz Carlisle,Consumer,Los Angeles,California,West,Furniture,Chairs,Novimex Fabric Task Chair,243.92,5,0.2,-15.245
5581,Ca-2017-137498,2017-09-09,2017-09-14,Second Class,Lc-17050,Liz Carlisle,Consumer,Los Angeles,California,West,Office Supplies,Paper,Astroparche Fine Business Paper,47.52,9,0.0,22.8096
5582,Ca-2017-163818,2017-04-10,2017-08-10,Standard Class,Ps-18970,Paul Stevenson,Home Office,Clinton,Maryland,East,Furniture,Furnishings,24-Hour Round Wall Clock,19.98,1,0.0,8.5914
5583,Ca-2016-161158,2016-09-05,2016-05-13,Standard Class,Ps-18970,Paul Stevenson,Home Office,New York City,New York,East,Office Supplies,Art,Sanford Pocket Accent Highlighters,8.0,5,0.0,3.44
5584,Ca-2014-116673,2014-12-15,2014-12-19,Second Class,Jo-15280,Jas O'Carroll,Consumer,San Diego,California,West,Furniture,Furnishings,Stackable Trays,6.16,2,0.0,1.9712
5585,Ca-2017-105333,2017-11-30,2017-04-12,Standard Class,Vp-21730,Victor Preis,Home Office,New York City,New York,East,Office Supplies,Storage,"Iris 3-Drawer Stacking Bin, Black",83.56,4,0.0,1.6712
5586,Ca-2017-105333,2017-11-30,2017-04-12,Standard Class,Vp-21730,Victor Preis,Home Office,New York City,New York,East,Technology,Phones,Panasonic Business Telephones Kx-T7736,546.06,3,0.0,163.818
5587,Ca-2017-105333,2017-11-30,2017-04-12,Standard Class,Vp-21730,Victor Preis,Home Office,New York City,New York,East,Office Supplies,Storage,Fellowes Officeware Wire Shelving,269.49,3,0.0,5.3898
5588,Ca-2015-149993,2015-03-19,2015-03-20,First Class,Ga-14725,Guy Armstrong,Consumer,Lancaster,California,West,Office Supplies,Fasteners,Stockwell Push Pins,10.9,5,0.0,3.597
5589,Ca-2014-168158,2014-07-19,2014-07-24,Standard Class,Em-14140,Eugene Moren,Home Office,Great Falls,Montana,West,Office Supplies,Binders,"Acco Pressboard Covers With Storage Hooks, 14 7/8"" X 11"", Dark Blue",6.096,2,0.2,2.2098
5590,Ca-2016-115224,2016-08-12,2016-11-12,Second Class,Db-13615,Doug Bickford,Consumer,San Francisco,California,West,Office Supplies,Storage,"Simplifile Personal File, Black Granite, 15W X 6-15/16D X 11-1/4H",34.05,3,0.0,9.534
5591,Ca-2016-115224,2016-08-12,2016-11-12,Second Class,Db-13615,Doug Bickford,Consumer,San Francisco,California,West,Office Supplies,Storage,Fellowes High-Stak Drawer Files,352.38,2,0.0,81.0474
5592,Ca-2014-164742,2014-10-13,2014-10-18,Second Class,Ml-17395,Marina Lichtenstein,Corporate,Lakewood,New Jersey,East,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",245.98,2,0.0,27.0578
5593,Ca-2014-164742,2014-10-13,2014-10-18,Second Class,Ml-17395,Marina Lichtenstein,Corporate,Lakewood,New Jersey,East,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,18.94,1,0.0,9.47
5594,Us-2017-108014,2017-11-19,2017-11-25,Standard Class,Jh-15430,Jennifer Halladay,Consumer,Cleveland,Ohio,East,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',59.913,7,0.7,-45.9333
5595,Ca-2017-160325,2017-09-24,2017-09-24,Same Day,Bp-11095,Bart Pistole,Corporate,Lawrence,Massachusetts,East,Technology,Phones,Panasonic Kx-Tg9471B,391.98,2,0.0,109.7544
5596,Ca-2017-160325,2017-09-24,2017-09-24,Same Day,Bp-11095,Bart Pistole,Corporate,Lawrence,Massachusetts,East,Technology,Phones,Wi-Ex Zboost Yx540 Cellular Phone Signal Booster,437.85,3,0.0,131.355
5597,Ca-2015-159779,2015-09-25,2015-09-29,Standard Class,Sb-20185,Sarah Brown,Consumer,Concord,New Hampshire,East,Office Supplies,Binders,Gbc Prestige Therm-A-Bind Covers,68.62,2,0.0,32.2514
5598,Ca-2017-151176,2017-02-13,2017-02-20,Standard Class,Sv-20785,Stewart Visinsky,Consumer,Baltimore,Maryland,East,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,25.02,3,0.0,6.5052
5599,Ca-2017-151176,2017-02-13,2017-02-20,Standard Class,Sv-20785,Stewart Visinsky,Consumer,Baltimore,Maryland,East,Office Supplies,Art,Barrel Sharpener,10.71,3,0.0,2.7846
5600,Ca-2014-108903,2014-03-10,2014-03-10,Same Day,Do-13435,Denny Ordway,Consumer,Columbus,Ohio,East,Office Supplies,Art,Hunt Boston Vacuum Mount Ks Pencil Sharpener,55.984,2,0.2,4.1988
5601,Ca-2014-108903,2014-03-10,2014-03-10,Same Day,Do-13435,Denny Ordway,Consumer,Columbus,Ohio,East,Office Supplies,Envelopes,Convenience Packs Of Business Envelopes,14.48,5,0.2,4.887
5602,Ca-2014-108903,2014-03-10,2014-03-10,Same Day,Do-13435,Denny Ordway,Consumer,Columbus,Ohio,East,Technology,Accessories,Logitech G105 Gaming Keyboard,142.488,3,0.2,-3.5622
5603,Ca-2016-117919,2016-08-27,2016-08-29,Second Class,Tb-21355,Todd Boyes,Corporate,Houston,Texas,Central,Office Supplies,Storage,Portfile Personal File Boxes,14.16,1,0.2,1.062
5604,Ca-2016-117919,2016-08-27,2016-08-29,Second Class,Tb-21355,Todd Boyes,Corporate,Houston,Texas,Central,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper And Envelopes,79.92,5,0.2,27.972
5605,Ca-2015-142475,2015-03-12,2015-07-12,Standard Class,Bs-11380,Bill Stewart,Corporate,New York City,New York,East,Office Supplies,Binders,Gbc Therma-A-Bind 250T Electric Binding System,590.352,6,0.2,206.6232
5606,Ca-2016-134516,2016-09-20,2016-09-25,Standard Class,Fm-14215,Filia Mcadams,Corporate,Greensboro,North Carolina,South,Furniture,Furnishings,Dana Swing-Arm Lamps,17.088,2,0.2,1.068
5607,Ca-2016-134516,2016-09-20,2016-09-25,Standard Class,Fm-14215,Filia Mcadams,Corporate,Greensboro,North Carolina,South,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",98.392,1,0.2,-11.0691
5608,Ca-2017-105193,2017-03-25,2017-03-31,Standard Class,Jl-15835,John Lee,Consumer,New York City,New York,East,Office Supplies,Art,Newell 311,11.05,5,0.0,2.9835
5609,Ca-2015-168634,2015-06-12,2015-11-12,Standard Class,Af-10870,Art Ferguson,Consumer,San Francisco,California,West,Office Supplies,Appliances,"Commercial Windtunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.78,2,0.0,2.0228
5610,Ca-2017-117198,2017-08-31,2017-05-09,Standard Class,Bg-11035,Barry Gonzalez,Consumer,Monroe,Louisiana,South,Technology,Accessories,Plantronics Cs510 - Over-The-Head Monaural Wireless Headset System,659.9,2,0.0,217.767
5611,Ca-2015-145828,2015-05-10,2015-07-10,First Class,Mb-17305,Maria Bertelson,Consumer,Cincinnati,Ohio,East,Technology,Accessories,Sandisk Ultra 32 Gb Microsdhc Class 10 Memory Card,53.04,3,0.2,-4.641
5612,Ca-2017-121027,2017-08-18,2017-08-22,Standard Class,Hw-14935,Helen Wasserman,Corporate,Seattle,Washington,West,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,843.9,2,0.0,371.316
5613,Ca-2017-121027,2017-08-18,2017-08-22,Standard Class,Hw-14935,Helen Wasserman,Corporate,Seattle,Washington,West,Technology,Accessories,Imation Bio 8Gb Usb Flash Drive Imation Corp,1496.16,9,0.0,224.424
5614,Ca-2016-147431,2016-02-02,2016-07-02,Standard Class,Ab-10105,Adrian Barton,Consumer,New York City,New York,East,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",117.96,2,0.0,5.898
5615,Ca-2016-158001,2016-08-23,2016-08-27,Standard Class,Jp-15460,Jennifer Patt,Corporate,New York City,New York,East,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set With Brush",21.3,5,0.0,8.733
